asset_type,entity_id,display_name,superstar_id,set_id,primary_image_path,base_plate_path,notes
collectible-card,lexis-king-the-throne,The Throne,lexis-king,nxt-series-1,assets/images/the-throne-lexis-king.webp,assets/images/the-throne-lexis-king-base-plate.webp,Full finished card plus matching base plate
collectible-card,lexis-king-superkick,Superkick,lexis-king,nxt-series-1,assets/images/superkick-lexis-king.webp,assets/images/superkick-lexis-king-base-plate.webp,Full finished card plus matching base plate
collectible-card,lexis-king-king-s-landing,King’s Landing,lexis-king,nxt-series-1,assets/images/king-s-landing-lexis-king.webp,assets/images/king-s-landing-lexis-king-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-lexis-king,King’s Decree,lexis-king,nxt-series-1,assets/images/king-s-decree-action-lexis-king.webp,assets/images/king-s-decree-action-lexis-king-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-lexis-king,Royal Entrance,lexis-king,nxt-series-1,assets/images/royal-entrance-lexis-king.webp,assets/images/royal-entrance-lexis-king-base-plate.webp,Full finished card plus matching base plate
collectible-card,zilla-fatu-samoan-spike,Samoan Spike,zilla-fatu,nxt-series-1,assets/images/samoan-spike-zilla-fatu.webp,assets/images/samoan-spike-zilla-fatu-base-plate.webp,Full finished card plus matching base plate
collectible-card,zilla-fatu-pop-up-samoan-drop,Pop-Up Samoan Drop,zilla-fatu,nxt-series-1,assets/images/pop-up-samoan-drop-zilla-fatu.webp,assets/images/pop-up-samoan-drop-zilla-fatu-base-plate.webp,Full finished card plus matching base plate
collectible-card,zilla-fatu-running-senton,Running Senton,zilla-fatu,nxt-series-1,assets/images/running-senton-zilla-fatu.webp,assets/images/running-senton-zilla-fatu-base-plate.webp,Full finished card plus matching base plate
collectible-card,zilla-fatu-island-driver,Island Driver,zilla-fatu,nxt-series-1,assets/images/island-driver-zilla-fatu.webp,assets/images/island-driver-zilla-fatu-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-zilla-fatu,Bloodline Born,zilla-fatu,nxt-series-1,assets/images/bloodline-born-action-zilla-fatu.webp,assets/images/bloodline-born-action-zilla-fatu-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-zilla-fatu,Samoan Legacy,zilla-fatu,nxt-series-1,assets/images/samoan-legacy-zilla-fatu.webp,assets/images/samoan-legacy-zilla-fatu-base-plate.webp,Full finished card plus matching base plate
collectible-card,nxt1-amateur-fireman-carry,Amateur Fireman Carry,,nxt-series-1,assets/images/amateur-fireman-carry.webp,assets/images/amateur-fireman-carry-base-plate.webp,Full finished card plus matching base plate
collectible-card,nxt1-corner-body-avalanche,Corner Body Avalanche,,nxt-series-1,assets/images/corner-body-avalanche.webp,assets/images/corner-body-avalanche-base-plate.webp,Full finished card plus matching base plate
collectible-card,nxt1-spinning-sole-kick,Spinning Sole Kick,,nxt-series-1,assets/images/spinning-sole-kick.webp,assets/images/spinning-sole-kick-base-plate.webp,Full finished card plus matching base plate
collectible-card,nxt1-bridging-half-nelson-suplex,Bridging Half Nelson Suplex,,nxt-series-1,assets/images/bridging-half-nelson-suplex.webp,assets/images/bridging-half-nelson-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,nxt1-springboard-crossbody,Springboard Crossbody,,nxt-series-1,assets/images/springboard-crossbody-nxt.webp,assets/images/springboard-crossbody-nxt-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-kendal-grey,Kendal Grey,kendal-grey,nxt-series-1,assets/images/kendal-grey-superstar.webp,assets/images/kendal-grey-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-tony-dangelo,Tony D’Angelo,tony-dangelo,nxt-series-1,assets/images/tony-dangelo-superstar.webp,assets/images/tony-dangelo-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-jaida-parker,Jaida Parker,jaida-parker,nxt-series-1,assets/images/jaida-parker-superstar.webp,assets/images/jaida-parker-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-kelani-jordan,Kelani Jordan,kelani-jordan,nxt-series-1,assets/images/kelani-jordan-superstar.webp,assets/images/kelani-jordan-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-mason-rook,Mason Rook,mason-rook,nxt-series-1,assets/images/mason-rook-superstar.webp,assets/images/mason-rook-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-tatum-paxley,Tatum Paxley,tatum-paxley,nxt-series-1,assets/images/tatum-paxley-superstar.webp,assets/images/tatum-paxley-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-lexis-king,Lexis King,lexis-king,nxt-series-1,assets/images/lexis-king-superstar.webp,assets/images/lexis-king-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-zilla-fatu,Zilla Fatu,zilla-fatu,nxt-series-1,assets/images/zilla-fatu-superstar.webp,assets/images/zilla-fatu-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,randy-orton-draping-ddt,Draping DDT,randy-orton,ruthless-aggression-series-1,assets/images/draping-ddt-randy-orton.webp,assets/images/draping-ddt-randy-orton-base-plate.webp,Full finished card plus matching base plate
collectible-card,randy-orton-rko,RKO,randy-orton,ruthless-aggression-series-1,assets/images/rko-randy-orton.webp,assets/images/rko-randy-orton-base-plate.webp,Full finished card plus matching base plate
collectible-card,randy-orton-punt-kick,Punt Kick,randy-orton,ruthless-aggression-series-1,assets/images/punt-kick-randy-orton.webp,assets/images/punt-kick-randy-orton-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-randy-orton,Voices,randy-orton,ruthless-aggression-series-1,assets/images/voices-randy-orton.webp,assets/images/voices-randy-orton-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-randy-orton,Outta Nowhere,randy-orton,ruthless-aggression-series-1,assets/images/outta-nowhere-action-randy-orton.webp,assets/images/outta-nowhere-action-randy-orton-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,john-cena-protobomb,Protobomb,john-cena,ruthless-aggression-series-1,assets/images/protobomb-john-cena.webp,assets/images/protobomb-john-cena-base-plate.webp,Full finished card plus matching base plate
collectible-card,john-cena-five-knuckle-shuffle,Five Knuckle Shuffle,john-cena,ruthless-aggression-series-1,assets/images/five-knuckle-shuffle-john-cena.webp,assets/images/five-knuckle-shuffle-john-cena-base-plate.webp,Full finished card plus matching base plate
collectible-card,john-cena-stf,STF,john-cena,ruthless-aggression-series-1,assets/images/stf-john-cena.webp,assets/images/stf-john-cena-base-plate.webp,Full finished card plus matching base plate
collectible-card,john-cena-attitude-adjustment,Attitude Adjustment,john-cena,ruthless-aggression-series-1,assets/images/attitude-adjustment-john-cena.webp,assets/images/attitude-adjustment-john-cena-base-plate.webp,Full finished card plus matching base plate
collectible-card,john-cena-hustle-loyalty-respect,"Hustle, Loyalty, Respect",john-cena,ruthless-aggression-series-1,assets/images/hustle-loyalty-respect-action-john-cena.webp,assets/images/hustle-loyalty-respect-action-john-cena-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-john-cena,The Time Is Now,john-cena,ruthless-aggression-series-1,assets/images/the-time-is-now-john-cena.webp,assets/images/the-time-is-now-john-cena-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-john-cena,Never Give Up,john-cena,ruthless-aggression-series-1,assets/images/never-give-up-action-john-cena.webp,assets/images/never-give-up-action-john-cena-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,batista-batista-spinebuster,Batista Spinebuster,batista,ruthless-aggression-series-1,assets/images/batista-spinebuster-batista.webp,assets/images/batista-spinebuster-batista-base-plate.webp,Full finished card plus matching base plate
collectible-card,batista-spear,Spear,batista,ruthless-aggression-series-1,assets/images/spear-batista.webp,assets/images/spear-batista-base-plate.webp,Full finished card plus matching base plate
collectible-card,batista-demon-bomb,Demon Bomb,batista,ruthless-aggression-series-1,assets/images/demon-bomb-batista.webp,assets/images/demon-bomb-batista-base-plate.webp,Full finished card plus matching base plate
collectible-card,batista-batista-bomb,Batista Bomb,batista,ruthless-aggression-series-1,assets/images/batista-bomb-batista.webp,assets/images/batista-bomb-batista-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-batista,Unleashed,batista,ruthless-aggression-series-1,assets/images/unleashed-action-batista.webp,assets/images/unleashed-action-batista-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-batista,I Walk Alone,batista,ruthless-aggression-series-1,assets/images/i-walk-alone-batista.webp,assets/images/i-walk-alone-batista-base-plate.webp,Full finished card plus matching base plate
collectible-card,jbl-fallaway-slam,Fallaway Slam,jbl,ruthless-aggression-series-1,assets/images/fallaway-slam-jbl.webp,assets/images/fallaway-slam-jbl-base-plate.webp,Full finished card plus matching base plate
collectible-card,jbl-big-boot,Big Boot,jbl,ruthless-aggression-series-1,assets/images/big-boot-jbl.webp,assets/images/big-boot-jbl-base-plate.webp,Full finished card plus matching base plate
collectible-card,jbl-last-call-powerbomb,Last Call Powerbomb,jbl,ruthless-aggression-series-1,assets/images/last-call-powerbomb-jbl.webp,assets/images/last-call-powerbomb-jbl-base-plate.webp,Full finished card plus matching base plate
collectible-card,jbl-clothesline-from-hell,Clothesline from Hell,jbl,ruthless-aggression-series-1,assets/images/clothesline-from-hell-jbl.webp,assets/images/clothesline-from-hell-jbl-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-jbl,Wrestling God,jbl,ruthless-aggression-series-1,assets/images/wrestling-god-action-jbl.webp,assets/images/wrestling-god-action-jbl-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-jbl,Longhorn Limousine,jbl,ruthless-aggression-series-1,assets/images/longhorn-limousine-jbl.webp,assets/images/longhorn-limousine-jbl-base-plate.webp,Full finished card plus matching base plate
collectible-card,eddie-guerrero-three-amigos,Three Amigos,eddie-guerrero,ruthless-aggression-series-1,assets/images/three-amigos-eddie-guerrero.webp,assets/images/three-amigos-eddie-guerrero-base-plate.webp,Full finished card plus matching base plate
collectible-card,eddie-guerrero-hurricanrana,Hurricanrana,eddie-guerrero,ruthless-aggression-series-1,assets/images/hurricanrana-eddie-guerrero.webp,assets/images/hurricanrana-eddie-guerrero-base-plate.webp,Full finished card plus matching base plate
collectible-card,eddie-guerrero-lasso-from-el-paso,Lasso from El Paso,eddie-guerrero,ruthless-aggression-series-1,assets/images/lasso-from-el-paso-eddie-guerrero.webp,assets/images/lasso-from-el-paso-eddie-guerrero-base-plate.webp,Full finished card plus matching base plate
collectible-card,eddie-guerrero-frog-splash,Frog Splash,eddie-guerrero,ruthless-aggression-series-1,assets/images/frog-splash-eddie-guerrero.webp,assets/images/frog-splash-eddie-guerrero-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-eddie-guerrero,"Lie, Cheat & Steal",eddie-guerrero,ruthless-aggression-series-1,assets/images/lie-cheat-steal-action-eddie-guerrero.webp,assets/images/lie-cheat-steal-action-eddie-guerrero-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-eddie-guerrero,Viva La Raza,eddie-guerrero,ruthless-aggression-series-1,assets/images/viva-la-raza-eddie-guerrero.webp,assets/images/viva-la-raza-eddie-guerrero-base-plate.webp,Full finished card plus matching base plate
collectible-card,edge-edge-o-matic,Edge-O-Matic,edge,ruthless-aggression-series-1,assets/images/edge-o-matic-edge.webp,assets/images/edge-o-matic-edge-base-plate.webp,Full finished card plus matching base plate
collectible-card,edge-edgecution,Edgecution,edge,ruthless-aggression-series-1,assets/images/edgecution-edge.webp,assets/images/edgecution-edge-base-plate.webp,Full finished card plus matching base plate
collectible-card,edge-impaler-ddt,Impaler DDT,edge,ruthless-aggression-series-1,assets/images/impaler-ddt-edge.webp,assets/images/impaler-ddt-edge-base-plate.webp,Full finished card plus matching base plate
collectible-card,edge-spear,Spear,edge,ruthless-aggression-series-1,assets/images/spear-edge.webp,assets/images/spear-edge-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-edge,Rated-R Opportunity,edge,ruthless-aggression-series-1,assets/images/rated-r-opportunity-action-edge.webp,assets/images/rated-r-opportunity-action-edge-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-edge,Metalingus,edge,ruthless-aggression-series-1,assets/images/metalingus-edge.webp,assets/images/metalingus-edge-base-plate.webp,Full finished card plus matching base plate
collectible-card,jeff-hardy-whisper-in-the-wind,Whisper in the Wind,jeff-hardy,ruthless-aggression-series-1,assets/images/whisper-in-the-wind-jeff-hardy.webp,assets/images/whisper-in-the-wind-jeff-hardy-base-plate.webp,Full finished card plus matching base plate
collectible-card,jeff-hardy-twist-of-fate,Twist of Fate,jeff-hardy,ruthless-aggression-series-1,assets/images/twist-of-fate-jeff-hardy.webp,assets/images/twist-of-fate-jeff-hardy-base-plate.webp,Full finished card plus matching base plate
collectible-card,jeff-hardy-poetry-in-motion,Poetry in Motion,jeff-hardy,ruthless-aggression-series-1,assets/images/poetry-in-motion-jeff-hardy.webp,assets/images/poetry-in-motion-jeff-hardy-base-plate.webp,Full finished card plus matching base plate
collectible-card,jeff-hardy-swanton-bomb,Swanton Bomb,jeff-hardy,ruthless-aggression-series-1,assets/images/swanton-bomb-jeff-hardy.webp,assets/images/swanton-bomb-jeff-hardy-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-jeff-hardy,Extreme Risk,jeff-hardy,ruthless-aggression-series-1,assets/images/extreme-risk-action-jeff-hardy.webp,assets/images/extreme-risk-action-jeff-hardy-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-jeff-hardy,No More Words,jeff-hardy,ruthless-aggression-series-1,assets/images/no-more-words-jeff-hardy.webp,assets/images/no-more-words-jeff-hardy-base-plate.webp,Full finished card plus matching base plate
collectible-card,rob-van-dam-rolling-thunder,Rolling Thunder,rob-van-dam,ruthless-aggression-series-1,assets/images/rolling-thunder-rob-van-dam.webp,assets/images/rolling-thunder-rob-van-dam-base-plate.webp,Full finished card plus matching base plate
collectible-card,rob-van-dam-van-daminator,Van Daminator,rob-van-dam,ruthless-aggression-series-1,assets/images/van-daminator-rob-van-dam.webp,assets/images/van-daminator-rob-van-dam-base-plate.webp,Full finished card plus matching base plate
collectible-card,rob-van-dam-split-legged-moonsault,Split-Legged Moonsault,rob-van-dam,ruthless-aggression-series-1,assets/images/split-legged-moonsault-rob-van-dam.webp,assets/images/split-legged-moonsault-rob-van-dam-base-plate.webp,Full finished card plus matching base plate
collectible-card,rob-van-dam-five-star-frog-splash,Five-Star Frog Splash,rob-van-dam,ruthless-aggression-series-1,assets/images/five-star-frog-splash-rob-van-dam.webp,assets/images/five-star-frog-splash-rob-van-dam-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-rob-van-dam,Whole F’n Show,rob-van-dam,ruthless-aggression-series-1,assets/images/whole-f-n-show-action-rob-van-dam.webp,assets/images/whole-f-n-show-action-rob-van-dam-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,entrance-rob-van-dam,One of a Kind,rob-van-dam,ruthless-aggression-series-1,assets/images/one-of-a-kind-rob-van-dam.webp,assets/images/one-of-a-kind-rob-van-dam-base-plate.webp,Full finished card plus matching base plate
collectible-card,ra1-ruthless-spinebuster,Ruthless Spinebuster,,ruthless-aggression-series-1,assets/images/ruthless-spinebuster.webp,assets/images/ruthless-spinebuster-base-plate.webp,Full finished card plus matching base plate
collectible-card,ra1-turnbuckle-clothesline,Turnbuckle Clothesline,,ruthless-aggression-series-1,assets/images/turnbuckle-clothesline.webp,assets/images/turnbuckle-clothesline-base-plate.webp,Full finished card plus matching base plate
collectible-card,ra1-sit-out-powerbomb,Sit-Out Powerbomb,,ruthless-aggression-series-1,assets/images/sit-out-powerbomb.webp,assets/images/sit-out-powerbomb-base-plate.webp,Full finished card plus matching base plate
collectible-card,ra1-diving-leg-drop,Diving Leg Drop,,ruthless-aggression-series-1,assets/images/diving-leg-drop.webp,assets/images/diving-leg-drop-base-plate.webp,Full finished card plus matching base plate
collectible-card,ra1-running-powerslam,Running Powerslam,,ruthless-aggression-series-1,assets/images/running-powerslam-ruthless-aggression.webp,assets/images/running-powerslam-ruthless-aggression-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-john-cena,John Cena,john-cena,ruthless-aggression-series-1,assets/images/john-cena-superstar.webp,assets/images/john-cena-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-randy-orton,Randy Orton,randy-orton,ruthless-aggression-series-1,assets/images/randy-orton-superstar.webp,assets/images/randy-orton-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-batista,Batista,batista,ruthless-aggression-series-1,assets/images/batista-superstar.webp,assets/images/batista-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-jbl,JBL,jbl,ruthless-aggression-series-1,assets/images/jbl-superstar.webp,assets/images/jbl-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-eddie-guerrero,Eddie Guerrero,eddie-guerrero,ruthless-aggression-series-1,assets/images/eddie-guerrero-superstar.webp,assets/images/eddie-guerrero-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-edge,Edge,edge,ruthless-aggression-series-1,assets/images/edge-superstar.webp,assets/images/edge-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-jeff-hardy,Jeff Hardy,jeff-hardy,ruthless-aggression-series-1,assets/images/jeff-hardy-superstar.webp,assets/images/jeff-hardy-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,superstar-rob-van-dam,Rob Van Dam,rob-van-dam,ruthless-aggression-series-1,assets/images/rob-van-dam-superstar.webp,assets/images/rob-van-dam-superstar-base-plate.webp,Full finished card plus matching base plate
superstar-variant,variant-iyo-sky-01,IYO SKY — Champion Edition,iyo-sky,evolution-series-1,assets/images/iyo-sky-champion-edition-iyo-sky.webp,assets/images/iyo-sky-champion-edition-iyo-sky-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-mankind-01,Mankind — Legacy Era,mankind,attitude-era-series-1,assets/images/mankind-legacy-era-mankind.webp,assets/images/mankind-legacy-era-mankind-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-the-rock-01,The Rock — Main Event Edition,the-rock,season-1-final-boss,assets/images/the-rock-main-event-edition-the-rock.webp,assets/images/the-rock-main-event-edition-the-rock-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-the-rock-attitude-01,The Rock — Career Spotlight,the-rock-attitude,attitude-era-series-1,assets/images/the-rock-career-spotlight-the-rock-attitude.webp,assets/images/the-rock-career-spotlight-the-rock-attitude-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-john-cena-01,John Cena — Premium Edition,john-cena,ruthless-aggression-series-1,assets/images/john-cena-premium-edition-john-cena.webp,assets/images/john-cena-premium-edition-john-cena-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-hulk-hogan-01,Hulk Hogan — Champion Edition,hulk-hogan,golden-era-series-1,assets/images/hulk-hogan-champion-edition-hulk-hogan.webp,assets/images/hulk-hogan-champion-edition-hulk-hogan-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-bayley-01,Bayley — Legacy Era,bayley,evolution-series-1,assets/images/bayley-legacy-era-bayley.webp,assets/images/bayley-legacy-era-bayley-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-cm-punk-01,CM Punk — Main Event Edition,cm-punk,summerslam-series-1,assets/images/cm-punk-main-event-edition-cm-punk.webp,assets/images/cm-punk-main-event-edition-cm-punk-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-paige-01,Paige — Career Spotlight,paige,evolution-series-1,assets/images/paige-career-spotlight-paige.webp,assets/images/paige-career-spotlight-paige-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-seth-rollins-01,Seth Rollins — Premium Edition,seth-rollins,summerslam-series-1,assets/images/seth-rollins-premium-edition-seth-rollins.webp,assets/images/seth-rollins-premium-edition-seth-rollins-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-andre-the-giant-01,André the Giant — Champion Edition,andre-the-giant,golden-era-series-1,assets/images/andre-the-giant-champion-edition-andre-the-giant.webp,assets/images/andre-the-giant-champion-edition-andre-the-giant-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-stephanie-vaquer-01,Stephanie Vaquer — Legacy Era,stephanie-vaquer,evolution-series-1,assets/images/stephanie-vaquer-legacy-era-stephanie-vaquer.webp,assets/images/stephanie-vaquer-legacy-era-stephanie-vaquer-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-randy-savage-01,Randy Savage — Main Event Edition,randy-savage,golden-era-series-1,assets/images/randy-savage-main-event-edition-randy-savage.webp,assets/images/randy-savage-main-event-edition-randy-savage-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-roman-reigns-01,Roman Reigns — Career Spotlight,roman-reigns,summerslam-series-1,assets/images/roman-reigns-career-spotlight-roman-reigns.webp,assets/images/roman-reigns-career-spotlight-roman-reigns-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-charlotte-flair-01,Charlotte Flair — Premium Edition,charlotte-flair,evolution-series-1,assets/images/charlotte-flair-premium-edition-charlotte-flair.webp,assets/images/charlotte-flair-premium-edition-charlotte-flair-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-kevin-owens-01,Kevin Owens — Champion Edition,kevin-owens,summerslam-series-1,assets/images/kevin-owens-champion-edition-kevin-owens.webp,assets/images/kevin-owens-champion-edition-kevin-owens-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-kane-01,Kane — Legacy Era,kane,attitude-era-series-1,assets/images/kane-legacy-era-kane.webp,assets/images/kane-legacy-era-kane-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-the-undertaker-01,The Undertaker — Main Event Edition,the-undertaker,attitude-era-series-1,assets/images/the-undertaker-main-event-edition-the-undertaker.webp,assets/images/the-undertaker-main-event-edition-the-undertaker-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-ultimate-warrior-01,Ultimate Warrior — Career Spotlight,ultimate-warrior,golden-era-series-1,assets/images/ultimate-warrior-career-spotlight-ultimate-warrior.webp,assets/images/ultimate-warrior-career-spotlight-ultimate-warrior-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-rhea-ripley-01,Rhea Ripley — Premium Edition,rhea-ripley,evolution-series-1,assets/images/rhea-ripley-premium-edition-rhea-ripley.webp,assets/images/rhea-ripley-premium-edition-rhea-ripley-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-cody-rhodes-01,Cody Rhodes — Champion Edition,cody-rhodes,summerslam-series-1,assets/images/cody-rhodes-champion-edition-cody-rhodes.webp,assets/images/cody-rhodes-champion-edition-cody-rhodes-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-oba-femi-01,Oba Femi — Legacy Era,oba-femi,summerslam-series-1,assets/images/oba-femi-legacy-era-oba-femi.webp,assets/images/oba-femi-legacy-era-oba-femi-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-stone-cold-steve-austin-01,Stone Cold Steve Austin — Main Event Edition,stone-cold-steve-austin,attitude-era-series-1,assets/images/stone-cold-steve-austin-main-event-edition-stone-cold-steve-austin.webp,assets/images/stone-cold-steve-austin-main-event-edition-stone-cold-steve-austin-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-liv-morgan-01,Liv Morgan — Career Spotlight,liv-morgan,evolution-series-1,assets/images/liv-morgan-career-spotlight-liv-morgan.webp,assets/images/liv-morgan-career-spotlight-liv-morgan-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-brock-lesnar-01,Brock Lesnar — Premium Edition,brock-lesnar,summerslam-series-1,assets/images/brock-lesnar-premium-edition-brock-lesnar.webp,assets/images/brock-lesnar-premium-edition-brock-lesnar-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-gunther-01,Gunther — Champion Edition,gunther,summerslam-series-1,assets/images/gunther-champion-edition-gunther.webp,assets/images/gunther-champion-edition-gunther-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-becky-lynch-01,Becky Lynch — Legacy Era,becky-lynch,evolution-series-1,assets/images/becky-lynch-legacy-era-becky-lynch.webp,assets/images/becky-lynch-legacy-era-becky-lynch-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-logan-paul-01,Logan Paul — Main Event Edition,logan-paul,raw-series-1,assets/images/logan-paul-main-event-edition-logan-paul.webp,assets/images/logan-paul-main-event-edition-logan-paul-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-sol-ruca-01,Sol Ruca — Career Spotlight,sol-ruca,raw-series-1,assets/images/sol-ruca-career-spotlight-sol-ruca.webp,assets/images/sol-ruca-career-spotlight-sol-ruca-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-chad-gable-01,Chad Gable — Premium Edition,chad-gable,raw-series-1,assets/images/chad-gable-premium-edition-chad-gable.webp,assets/images/chad-gable-premium-edition-chad-gable-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-raquel-rodriguez-01,Raquel Rodriguez — Champion Edition,raquel-rodriguez,raw-series-1,assets/images/raquel-rodriguez-champion-edition-raquel-rodriguez.webp,assets/images/raquel-rodriguez-champion-edition-raquel-rodriguez-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-rey-mysterio-01,Rey Mysterio — Legacy Era,rey-mysterio,worlds-collide-series-1,assets/images/rey-mysterio-legacy-era-rey-mysterio.webp,assets/images/rey-mysterio-legacy-era-rey-mysterio-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-dominik-mysterio-01,Dominik Mysterio — Main Event Edition,dominik-mysterio,worlds-collide-series-1,assets/images/dominik-mysterio-main-event-edition-dominik-mysterio.webp,assets/images/dominik-mysterio-main-event-edition-dominik-mysterio-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-penta-01,Penta — Career Spotlight,penta,worlds-collide-series-1,assets/images/penta-career-spotlight-penta.webp,assets/images/penta-career-spotlight-penta-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-el-grande-americano-01,El Grande Americano — Premium Edition,el-grande-americano,worlds-collide-series-1,assets/images/el-grande-americano-premium-edition-el-grande-americano.webp,assets/images/el-grande-americano-premium-edition-el-grande-americano-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-jey-uso-01,Jey Uso — Champion Edition,jey-uso,money-in-the-bank-series-1,assets/images/jey-uso-champion-edition-jey-uso.webp,assets/images/jey-uso-champion-edition-jey-uso-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-la-knight-01,LA Knight — Legacy Era,la-knight,money-in-the-bank-series-1,assets/images/la-knight-legacy-era-la-knight.webp,assets/images/la-knight-legacy-era-la-knight-base-plate.webp,Ultra Rare Superstar Variant
superstar-variant,variant-alexa-bliss-01,Alexa Bliss — Main Event Edition,alexa-bliss,money-in-the-bank-series-1,assets/images/alexa-bliss-main-event-edition-alexa-bliss.webp,assets/images/alexa-bliss-main-event-edition-alexa-bliss-base-plate.webp,Ultra Rare Superstar Variant
